osm_id,name,lat,lon,source
1072752591,Автомойка,55.8858965,37.6870913,OpenStreetMap Overpass API
1072770457,Автомойка,55.8842676,37.6894626,OpenStreetMap Overpass API
1083081339,Автомойка,55.615677,37.717057,OpenStreetMap Overpass API
1083377061,Автомойка,55.6794997,37.3864256,OpenStreetMap Overpass API
1086738528,Автомойка,55.6689365,37.2584172,OpenStreetMap Overpass API
1096216937,Автомойка,55.6117369,37.6116288,OpenStreetMap Overpass API
1096537374,Автомойка,55.6863202,37.3087879,OpenStreetMap Overpass API
1110598764,Автомойка,55.7985208,37.519919,OpenStreetMap Overpass API
1111598122,Автомойка,55.8970746,37.7302975,OpenStreetMap Overpass API
1118973590,Автомойка,55.7677147,37.4048332,OpenStreetMap Overpass API
1124522675,Портал,55.8834356,37.7224518,OpenStreetMap Overpass API
1138073290,Автомойка,55.6734967,37.4771282,OpenStreetMap Overpass API
1156101230,Автомойка,55.797723,37.5195557,OpenStreetMap Overpass API
1171653201,Автомойка,55.6544423,37.7771773,OpenStreetMap Overpass API
1176695367,GF,55.7777287,37.958926,OpenStreetMap Overpass API
1180212443,Автомойка,55.6434507,37.7464437,OpenStreetMap Overpass API
1198370328,Автомойка,55.6071638,37.5888178,OpenStreetMap Overpass API
1211794099,Автомойка,55.7622042,37.7280536,OpenStreetMap Overpass API
1211794133,Мойка на базе,55.7627872,37.7276754,OpenStreetMap Overpass API
1223959529,Автомойка,55.5702576,37.5640089,OpenStreetMap Overpass API
1226623493,Автомойка,55.6995453,37.8069739,OpenStreetMap Overpass API
1244371297,Автомойка,55.8044649,37.9127428,OpenStreetMap Overpass API
1260358990,Автомойка,55.893633,37.675256,OpenStreetMap Overpass API
1264896769,Автомойка,55.7832893,37.4572232,OpenStreetMap Overpass API
1289194186,Дилан-Люкс,55.8113008,37.4868073,OpenStreetMap Overpass API
1294562905,43 таксопарк,55.7745515,37.511487,OpenStreetMap Overpass API
1295222357,Автомойка,55.6632975,38.0230574,OpenStreetMap Overpass API
1298380264,Автомойка,55.7952358,37.4664316,OpenStreetMap Overpass API
1305260047,Автомойка,55.9208907,37.3979477,OpenStreetMap Overpass API
1305260049,Автомойка,55.8944485,37.4050238,OpenStreetMap Overpass API
1305260060,Автомойка,55.9396669,37.3676065,OpenStreetMap Overpass API
1306152360,Автомойка,55.6043767,37.7899188,OpenStreetMap Overpass API
1306231280,Автомойка,55.5667744,37.5577918,OpenStreetMap Overpass API
1307009110,Мегаполис М,55.6730468,37.8662968,OpenStreetMap Overpass API
1327239366,Автомойка,55.8455353,37.3670394,OpenStreetMap Overpass API
1348448460,Автомойка,55.7516778,38.0139673,OpenStreetMap Overpass API
1349030623,Автомойка,55.7866436,37.8814663,OpenStreetMap Overpass API
1350610440,Автомойка,55.6042431,37.4839655,OpenStreetMap Overpass API
1351235462,Автомойка,55.6103918,37.3277394,OpenStreetMap Overpass API
1352616312,Метеор,55.7944609,37.3905794,OpenStreetMap Overpass API
1360679676,Автомойка,55.539604,37.54346,OpenStreetMap Overpass API
1371208754,Автомойка,55.8488127,37.4037423,OpenStreetMap Overpass API
1377393845,Автомойка,55.9788526,37.259402,OpenStreetMap Overpass API
1381687622,Автомойка,55.6175521,37.6955486,OpenStreetMap Overpass API
1381687623,Азбука блеска,55.6175703,37.6947546,OpenStreetMap Overpass API
1385666641,Autoexpert,55.669055,37.7802412,OpenStreetMap Overpass API
1388574637,Автомойка,55.7100751,37.8519862,OpenStreetMap Overpass API
1389432021,Президент,55.815992,37.843924,OpenStreetMap Overpass API
1391290498,Автомойка,55.7086327,37.8718142,OpenStreetMap Overpass API
1395039942,Автомойка,55.7168723,37.4245584,OpenStreetMap Overpass API
1403127041,Автомойка,55.5682668,37.5924264,OpenStreetMap Overpass API
1410742625,Автомойка,55.7895024,37.6664062,OpenStreetMap Overpass API
1413308614,Умная мойка,55.7574605,37.6697451,OpenStreetMap Overpass API
1430897148,Эвис-Моторс,55.7204159,37.6341397,OpenStreetMap Overpass API
1432109254,Автомойка,55.6922962,37.7219437,OpenStreetMap Overpass API
1435389493,Автомойка,55.8894745,37.5884945,OpenStreetMap Overpass API
1437752761,Автомойка,55.7931563,37.6031943,OpenStreetMap Overpass API
1438176533,Автомойка,55.64138,37.522339,OpenStreetMap Overpass API
1453496725,Автомойка,55.6733654,37.5416312,OpenStreetMap Overpass API
1456141200,Автомойка,55.8942916,37.9843574,OpenStreetMap Overpass API
1482052225,Автомойка,55.6205417,37.6122328,OpenStreetMap Overpass API
1482321976,Автомойка,55.6114612,37.7306927,OpenStreetMap Overpass API
1487771591,Автомойка,55.9147535,37.3948829,OpenStreetMap Overpass API
1515073642,Экспресс Робот Мойка,55.7349916,37.6448373,OpenStreetMap Overpass API
1520867635,Автомойка,55.8757511,37.611561,OpenStreetMap Overpass API
1520901579,Автомойка,55.8732907,37.5949495,OpenStreetMap Overpass API
1544191720,Автомойка,55.6159571,37.6131114,OpenStreetMap Overpass API
1573000941,Автомойка,55.7715826,37.6512595,OpenStreetMap Overpass API
1578375759,Автомойка,55.7937526,37.7412224,OpenStreetMap Overpass API
1594515177,Автомойка,55.8584724,37.5854679,OpenStreetMap Overpass API
1599591875,Автомойка,55.7158865,37.4080702,OpenStreetMap Overpass API
1606949000,Самомой,55.8016299,37.7267028,OpenStreetMap Overpass API
1610618153,Автомойка,55.6274253,37.6468812,OpenStreetMap Overpass API
1611534245,Автомойка,55.7329025,37.4439978,OpenStreetMap Overpass API
1615852569,Автомойка,55.6177968,37.6071191,OpenStreetMap Overpass API
1629455964,Автомойка,55.810152,37.9614028,OpenStreetMap Overpass API
1648430029,Мойка-Мойка,55.8008845,37.5728683,OpenStreetMap Overpass API
1657997570,Автомойка,55.7466924,37.9827004,OpenStreetMap Overpass API
1675823762,Автомойка,55.7708958,37.6460264,OpenStreetMap Overpass API
1682902828,Автомойка,55.7078103,37.8022942,OpenStreetMap Overpass API
1682902845,Автомойка,55.6984639,37.8060292,OpenStreetMap Overpass API
1683148549,Мойка 24,55.8535542,37.9729394,OpenStreetMap Overpass API
1683155897,Автомойка,55.911046,38.002597,OpenStreetMap Overpass API
1685948323,TopClean,55.7657345,37.637622,OpenStreetMap Overpass API
1698000621,Автомойка,55.9737844,37.5089322,OpenStreetMap Overpass API
1711695865,Автомойка,55.6011168,37.6037719,OpenStreetMap Overpass API
1722549933,Авто Драйв,55.8985747,37.3936658,OpenStreetMap Overpass API
1727512929,Автомойка,55.7008614,37.4018677,OpenStreetMap Overpass API
1728240704,Автомойка,55.7574089,37.8310654,OpenStreetMap Overpass API
1739503763,Автомойка,55.7051139,37.3675037,OpenStreetMap Overpass API
1745885657,Автомойка,55.583873,37.658718,OpenStreetMap Overpass API
1750833047,Автомойка,55.8039581,37.9264989,OpenStreetMap Overpass API
1759761953,Автомойка,55.7448656,37.9801524,OpenStreetMap Overpass API
1765624126,Автомойка,55.7658734,37.8450908,OpenStreetMap Overpass API
1765624744,Автомойка,55.7590607,37.8461907,OpenStreetMap Overpass API
1768292676,Автомойка,55.8965441,37.4011464,OpenStreetMap Overpass API
1781675978,Автомойка,55.8254926,37.8072265,OpenStreetMap Overpass API
1781676412,Автомойка,55.8264356,37.8064305,OpenStreetMap Overpass API
1784934788,Автомойка,55.6338686,37.7026652,OpenStreetMap Overpass API
1786993201,Автомойка,55.8028837,37.6419271,OpenStreetMap Overpass API
1787309702,Автомойка,55.7385345,38.0134885,OpenStreetMap Overpass API
1789132231,СамПрачка,55.7212872,37.787228,OpenStreetMap Overpass API
1789907149,Автомойка,55.8583707,37.6234139,OpenStreetMap Overpass API
1790161940,Автомойка,55.7986977,37.7978202,OpenStreetMap Overpass API
1813409884,Автомойка,55.8170006,37.7900586,OpenStreetMap Overpass API
1815140592,Автомойка,55.7136278,37.8214469,OpenStreetMap Overpass API
1822693506,Автомойка,55.8308739,37.3035105,OpenStreetMap Overpass API
1838155595,Автомойка,55.7238159,37.6748039,OpenStreetMap Overpass API
1845420293,Автомойка,55.8239726,37.5072961,OpenStreetMap Overpass API
1845602702,Автомойка,55.836476,37.5041875,OpenStreetMap Overpass API
1867012056,Автомойка,55.787642,37.6113594,OpenStreetMap Overpass API
1880673466,Ларкс,55.8760016,37.4508503,OpenStreetMap Overpass API
1881532444,Доктор Авто,55.8535392,37.3621752,OpenStreetMap Overpass API
1883455074,Автомойка,55.6825138,37.6599915,OpenStreetMap Overpass API
1885337728,Автомойка,55.6923699,37.5672942,OpenStreetMap Overpass API
1888650588,Автомойка,55.8702694,37.4727023,OpenStreetMap Overpass API
1892859906,Автомойка,55.7650829,37.6695214,OpenStreetMap Overpass API
1912113998,Автомойка,55.8893993,37.6373694,OpenStreetMap Overpass API
1914248916,Автомойка,55.8282079,37.5137353,OpenStreetMap Overpass API
1920614716,Автомойка,55.8762488,37.4239961,OpenStreetMap Overpass API
1930146819,Автомойка,55.4996998,37.5702001,OpenStreetMap Overpass API
1938241903,Автомойка,55.7410351,37.7859467,OpenStreetMap Overpass API
1942999074,Автомойка,55.8302212,37.507629,OpenStreetMap Overpass API
1949136819,Автомойка,55.8379984,37.4150568,OpenStreetMap Overpass API
1974094335,Автомойка,55.9726293,37.4632697,OpenStreetMap Overpass API
1985797065,Автомойка,55.7973634,37.5663239,OpenStreetMap Overpass API
1991882429,Автомойка,55.9704259,37.5064962,OpenStreetMap Overpass API
1992151192,Автомойка,55.8307107,37.3439046,OpenStreetMap Overpass API
2016144982,Автомойка,55.7783953,37.4533072,OpenStreetMap Overpass API
2025221339,Автомойка,55.7802104,37.8589101,OpenStreetMap Overpass API
2028485036,Автомойка,55.8092636,37.7409404,OpenStreetMap Overpass API
2032358438,Автомойка,55.8117286,37.3119431,OpenStreetMap Overpass API
2034446492,Автомойка,55.8173012,37.3598441,OpenStreetMap Overpass API
2047009576,На Восточной,55.6721935,37.2983635,OpenStreetMap Overpass API
2053353904,Автомойка,55.6883489,37.5913083,OpenStreetMap Overpass API
2059696661,Автомойка,55.7112799,37.680734,OpenStreetMap Overpass API
2059697049,Автомойка,55.7122136,37.683937,OpenStreetMap Overpass API
2061566693,Автомойка,55.7798882,37.6938078,OpenStreetMap Overpass API
2062254686,Автомойка,55.9499837,37.3028272,OpenStreetMap Overpass API
2066002899,Автомойка,55.9177808,37.8707203,OpenStreetMap Overpass API
2066008080,Автомойка,55.9250907,37.8293074,OpenStreetMap Overpass API
2070406784,Автомойка,55.8155403,37.3249789,OpenStreetMap Overpass API
2073527487,Автомойка,55.8160245,37.3489568,OpenStreetMap Overpass API
2077366463,Автомойка,55.6874135,37.3093075,OpenStreetMap Overpass API
2077574487,Автомойка,55.7751498,37.4643889,OpenStreetMap Overpass API
2081785449,Автомойка,55.8955507,37.7116928,OpenStreetMap Overpass API
2081785451,Автомойка,55.8955871,37.7112053,OpenStreetMap Overpass API
2088385699,Автомойка,55.6462726,37.5006656,OpenStreetMap Overpass API
2088385723,Автомойка,55.6491932,37.4956184,OpenStreetMap Overpass API
2093478774,Автомойка,55.7938535,37.8417177,OpenStreetMap Overpass API
2093942873,Автомойка,55.7814057,37.4509041,OpenStreetMap Overpass API
2099817755,Автомойка,55.7804585,37.8412008,OpenStreetMap Overpass API
2105343317,Автомойка,55.6711295,37.5287085,OpenStreetMap Overpass API
2109649563,Автомойка,55.7981404,37.6430849,OpenStreetMap Overpass API
2110739169,Автомойка,55.7438905,37.6060107,OpenStreetMap Overpass API
2117421889,Автомойка,55.9028135,37.7037151,OpenStreetMap Overpass API
2120026820,Автомойка,55.8101802,37.6122421,OpenStreetMap Overpass API
2121774375,Автомойка,55.6509192,37.6203457,OpenStreetMap Overpass API
2132730213,Аквасити,55.7128956,37.4218425,OpenStreetMap Overpass API
2141863791,Автомойка,55.7983569,37.5854268,OpenStreetMap Overpass API
2149456369,Автомойка,55.8108816,37.6164746,OpenStreetMap Overpass API
2162410696,Аквасити,55.7344982,37.4884512,OpenStreetMap Overpass API
2169586894,Автомойка,55.781359,37.607678,OpenStreetMap Overpass API
2172194007,Автомойка,55.6547497,37.5441859,OpenStreetMap Overpass API
2176968991,Автомойка,55.8823217,37.4158987,OpenStreetMap Overpass API
2176969009,Автомойка,55.8853704,37.4228464,OpenStreetMap Overpass API
2178123385,Автомойка,55.8043632,37.8000613,OpenStreetMap Overpass API
2181283329,Автомойка,55.7228659,37.7684097,OpenStreetMap Overpass API
2189989182,Автомойка,55.7431797,37.8486189,OpenStreetMap Overpass API
2197121362,Автомойка,55.7998233,37.7944815,OpenStreetMap Overpass API
2223413484,Автомойка,55.7463741,37.86118,OpenStreetMap Overpass API
2237958566,Kolesoff,55.6143756,37.7567355,OpenStreetMap Overpass API
2260697822,Автомойка,55.7718598,37.6482899,OpenStreetMap Overpass API
2267984484,Автомойка,55.6906525,37.3046626,OpenStreetMap Overpass API
2272467810,Автомойка,55.5750697,37.6051285,OpenStreetMap Overpass API
2272553016,Автомойка,55.7814041,37.8582621,OpenStreetMap Overpass API
2272561735,Автомойка,55.641044,37.8237048,OpenStreetMap Overpass API
2272562216,Автомойка,55.6444052,37.8212465,OpenStreetMap Overpass API
2274022881,Мойка F1rst,55.5917794,37.7485412,OpenStreetMap Overpass API
2300707732,Автомойка,55.6607088,37.5179192,OpenStreetMap Overpass API
2302820442,Автомойка,55.768405,37.8649987,OpenStreetMap Overpass API
2315338196,Автомойка,55.5528352,37.6925523,OpenStreetMap Overpass API
2315338197,Автомойка,55.5514333,37.6835776,OpenStreetMap Overpass API
2322027916,Автомойка,55.6660979,37.8799714,OpenStreetMap Overpass API
2328104817,Детали,55.6232445,37.6739041,OpenStreetMap Overpass API
2329784381,Автомойка,55.7497216,37.8480302,OpenStreetMap Overpass API
2343008715,Автомойка,55.8254095,37.5934316,OpenStreetMap Overpass API
2348527199,Автомойка,55.8006721,37.6953553,OpenStreetMap Overpass API
2351958928,Автомойка,55.6108148,37.5785581,OpenStreetMap Overpass API
2360981831,Автомойка,55.6571056,37.5349543,OpenStreetMap Overpass API
2362919170,Автомойка,55.678076,37.4822273,OpenStreetMap Overpass API
2364169867,Автомойка,55.7403434,37.9686116,OpenStreetMap Overpass API
2382043524,Автомойка,55.6617823,37.2885075,OpenStreetMap Overpass API
2402497700,Автомойка,55.6595555,37.86222,OpenStreetMap Overpass API
2402512683,Автомойка,55.6529732,37.8514537,OpenStreetMap Overpass API
2402527414,Автомойка,55.6384942,37.8384181,OpenStreetMap Overpass API
2411796434,Автомойка,55.8064275,37.8413182,OpenStreetMap Overpass API
2412707764,Автомойка,55.7096669,37.8032667,OpenStreetMap Overpass API
2413780820,Помой Сам 24,55.7509452,37.9392135,OpenStreetMap Overpass API
2416320017,Автомойка,55.9618098,37.5094885,OpenStreetMap Overpass API
2420208420,"""Баzа""",55.8317582,37.9498726,OpenStreetMap Overpass API
2425961930,Автомойка,55.9187243,37.70887,OpenStreetMap Overpass API
2432488529,Автомойка,55.719862,37.6482247,OpenStreetMap Overpass API
2437408272,Автомойка,55.6261078,37.62167,OpenStreetMap Overpass API
2437408276,Автомойка,55.6262171,37.6217244,OpenStreetMap Overpass API
2439078917,Автомойка,55.667671,37.8767335,OpenStreetMap Overpass API
2458100666,Автомойка,55.8036463,37.8355306,OpenStreetMap Overpass API
2471170828,Автомойка,55.6942723,37.756239,OpenStreetMap Overpass API
2483711710,Автомойка,55.8116833,37.3141562,OpenStreetMap Overpass API
2494876922,Автомойка,55.6600803,37.4145762,OpenStreetMap Overpass API
2504936341,Автомойка,55.6669929,37.5848085,OpenStreetMap Overpass API
2505772368,Автомойка,55.6615239,37.3013914,OpenStreetMap Overpass API
2515453018,Автомойка,55.7860391,37.866277,OpenStreetMap Overpass API
2524209448,Автомойка,55.7204068,37.4068124,OpenStreetMap Overpass API
2527853310,Автомойка,55.663878,37.4362246,OpenStreetMap Overpass API
2553834369,Автомойка,55.683409,37.8760897,OpenStreetMap Overpass API
2608375672,Автомойка,55.7655863,37.8845555,OpenStreetMap Overpass API
2615381964,У Карена,55.6080543,37.5928179,OpenStreetMap Overpass API
2620429598,Автомойка,55.7455147,37.8226194,OpenStreetMap Overpass API
2624666173,Автомойка,55.6968094,37.9734224,OpenStreetMap Overpass API
2628885633,Автомойка 24,55.7796141,37.9074166,OpenStreetMap Overpass API
2631319902,Автомойка,55.6658165,38.0304435,OpenStreetMap Overpass API
2632182880,Автомойка,55.6224478,38.0354346,OpenStreetMap Overpass API
2632194446,Автомойка,55.6172328,38.0323671,OpenStreetMap Overpass API
2638799756,Astrawash,55.5046851,37.9541007,OpenStreetMap Overpass API
2638808238,Автомойка,55.503202,37.9536253,OpenStreetMap Overpass API
2638817389,Автомойка,55.5017012,37.9497361,OpenStreetMap Overpass API
2639566197,Автомойка,55.5563977,37.8787056,OpenStreetMap Overpass API
2641885400,Автомойка,55.5333789,37.8127956,OpenStreetMap Overpass API
2642699662,Автомойка,55.9466917,37.9546201,OpenStreetMap Overpass API
2643394705,Автомойка,55.9709876,37.9269651,OpenStreetMap Overpass API
2644361282,Венера,55.8277586,37.308078,OpenStreetMap Overpass API
2649571347,Автомойка,55.8503079,37.4428683,OpenStreetMap Overpass API
2696314580,Автомойка,55.9077028,38.047917,OpenStreetMap Overpass API
2696666938,Автомойка,55.5624312,37.643019,OpenStreetMap Overpass API
2717509461,Автомойка,55.9106272,37.767229,OpenStreetMap Overpass API
2721099226,Автомойка,55.8097279,37.9477186,OpenStreetMap Overpass API
2730675510,Автомойка,55.8748102,37.5582768,OpenStreetMap Overpass API
2747738326,Автомойка,55.6625673,37.5515507,OpenStreetMap Overpass API
2751466413,Автомойка,55.6394516,37.9394382,OpenStreetMap Overpass API
2751528320,Автомойка,55.6572049,37.9188657,OpenStreetMap Overpass API
2751546166,Автомойка,55.638351,37.9372737,OpenStreetMap Overpass API
2751578498,Автомойка,55.6345759,37.3589479,OpenStreetMap Overpass API
2754051025,Автомойка,55.9283713,37.9554422,OpenStreetMap Overpass API
2784031425,Автомойка,55.7110091,37.8760474,OpenStreetMap Overpass API
2784082486,Автомойка,55.6710677,37.9444143,OpenStreetMap Overpass API
2796494359,Автомойка,55.7269245,37.5502659,OpenStreetMap Overpass API
2803008834,Автомойка,55.7164021,37.6008764,OpenStreetMap Overpass API
2806496759,Автомойка,55.6268549,38.0007313,OpenStreetMap Overpass API
2824315047,Автомойка,55.7049179,37.5889714,OpenStreetMap Overpass API
2828405722,Автомойка,55.5704991,37.5608272,OpenStreetMap Overpass API
2853577374,Автомойка,55.622321,37.8430492,OpenStreetMap Overpass API
2875227836,Автомойка,55.9243014,37.8272287,OpenStreetMap Overpass API
2889146036,Автомойка,55.7538314,37.8741423,OpenStreetMap Overpass API
2891244008,Городская мойка,55.8429077,37.3747214,OpenStreetMap Overpass API
2895646832,Автомойка,55.7200174,37.743536,OpenStreetMap Overpass API
2900277198,Автомойка,55.6661926,37.7402302,OpenStreetMap Overpass API
